translated_words,Label,Words
"In the case of the incident, 300 pizza must be occurred throughout the country, but most of the time, I restore the human beings.I'm not going to have a part of the Toggok revelation for a while.I have to attend over there, so I park my doctor",1.0,"['case', 'incident', '300', 'pizza', 'must', 'occurred', 'throughout', 'country', 'time', 'restore', 'human', 'beingsIm', 'going', 'part', 'Toggok', 'revelation', 'whileI', 'attend', 'park', 'doctor']"
"Hongdae Hongdae Maybe 13 to 16 Now, just now, just approach the TOEIC, so just again from the basics.",0.0,"['Hongdae', 'Hongdae', 'Maybe', '13', '16', 'approach', 'TOEIC', 'basic']"
So noodles are in advance.degree,0.0,"['noodle', 'advancedegree']"
"But it's Christmas, of course, it's a birthday, but it's a birthday, but it's like Carol Carol.",0.0,"['Christmas', 'course', 'birthday', 'birthday', 'like', 'Carol', 'Carol']"
"So, Honestly, I moved to the hospital in the school year, and I continued to go to the next grade, and then I was moving to Seoul from Cheonan grades from Cheonan grades.",0.0,"['Honestly', 'moved', 'hospital', 'school', 'year', 'continued', 'go', 'next', 'grade', 'moving', 'Seoul', 'Cheonan', 'grade', 'Cheonan', 'grade']"
"Once you find it in the field, you have suspended your own personal information.I have any opposition, so I mean, because you are at Hanyang University, I am talking about it.",1.0,"['find', 'field', 'suspended', 'personal', 'informationI', 'opposition', 'mean', 'Hanyang', 'University', 'talking']"
"It's wrong, I just want to borrow the poem.If you do so, Monday, Monday, as soon as possible, you can make a reservation first.",1.0,"['wrong', 'want', 'borrow', 'poemIf', 'Monday', 'Monday', 'soon', 'possible', 'make', 'reservation', 'first']"
"That's a word, it's a soaped drama person. I contacted you because of the incident.",1.0,"['Thats', 'word', 'soaped', 'drama', 'person', 'contacted', 'incident']"
"But I felt hard to meet in the meeting, and I broke up in five places in white day.",0.0,"['felt', 'hard', 'meet', 'meeting', 'broke', 'five', 'place', 'white', 'day']"
"Honey.It's about opening an account, but now I have a love bank account in Seoul.I'm a confirmation economy because I'm a confirmation economy.I don't have to call the stealing case of the East Road name. I'm not setting up the brightness of the Seoul Metropolitan Police Agency.Call us confirm again",1.0,"['HoneyIts', 'opening', 'account', 'love', 'bank', 'account', 'SeoulIm', 'confirmation', 'economy', 'Im', 'confirmation', 'economyI', 'dont', 'call', 'stealing', 'case', 'East', 'Road', 'name', 'Im', 'setting', 'brightness', 'Seoul', 'Metropolitan', 'Police', 'AgencyCall', 'u', 'confirm']"
"Come on, then the color a bit colored khaki, but it's like that, so I have to say that.",0.0,"['Come', 'color', 'bit', 'colored', 'khaki', 'like', 'say']"
"It's a child. Even if I have to be anticancer therapy, even if I turn it all day long, I was discharged from the discharge.",0.0,"['child', 'Even', 'anticancer', 'therapy', 'even', 'turn', 'day', 'long', 'discharged', 'discharge']"
"Hello, please take a customer manager Park Hyo -shin.Similarly, you have to proceed with the reception number.Do it yourself. The next computer record will be requested. Please request the complete payment book.",1.0,"['Hello', 'please', 'take', 'customer', 'manager', 'Park', 'Hyo', 'shinSimilarly', 'proceed', 'reception', 'numberDo', 'next', 'computer', 'record', 'requested', 'Please', 'request', 'complete', 'payment', 'book']"
"My father is a bankbook account, so I usually sell it to Kim Seong -tae, and charging it is delicious.If you have opened a bank account and sell it.This is a lot of reasons to attend the Prosecutors' Office homepage.It's not because I climb it, I'm not alone, I'm not alone, I'm not alone. I'm going to confirm the lies because I'm going to be a message here.I was so upset. I'm a sister. I'm going to do it now.It's a search.I and I have to check my identity, but I'll have to check my account. I'll explain the amount of information.I don't know, my father doesn't know exactly",1.0,"['father', 'bankbook', 'account', 'usually', 'sell', 'Kim', 'Seong', 'tae', 'charging', 'deliciousIf', 'opened', 'bank', 'account', 'sell', 'itThis', 'lot', 'reason', 'attend', 'Prosecutors', 'Office', 'homepageIts', 'climb', 'Im', 'alone', 'Im', 'alone', 'Im', 'alone', 'Im', 'going', 'confirm', 'lie', 'Im', 'going', 'message', 'hereI', 'upset', 'Im', 'sister', 'Im', 'going', 'nowIts', 'searchI', 'check', 'identity', 'Ill', 'check', 'account', 'Ill', 'explain', 'amount', 'informationI', 'dont', 'know', 'father', 'doesnt', 'know', 'exactly']"
"Honey, honey.",1.0,"['Honey', 'honey']"
"In some way, the latest editing is an object that is executed on the same day, so how do you go back to normal?If the problem is solved, do you submit a text? What is it?I'm in a hurry. Then, I'm going to go up with the computer for the person in charge. I'll write it down like the processing period.It's like an entry, but you've got a different loan and you have to pay for the funds.",1.0,"['way', 'latest', 'editing', 'object', 'executed', 'day', 'go', 'back', 'normalIf', 'problem', 'solved', 'submit', 'text', 'itIm', 'hurry', 'Im', 'going', 'go', 'computer', 'person', 'charge', 'Ill', 'write', 'like', 'processing', 'periodIts', 'like', 'entry', 'youve', 'got', 'different', 'loan', 'pay', 'fund']"
"Tottenham, Son Heung -min, Son Heung -min Son Heung -min uniform in Tottenham, and Tottenham, and Tottenham.",0.0,"['Tottenham', 'Son', 'Heung', 'min', 'Son', 'Heung', 'min', 'Son', 'Heung', 'min', 'uniform', 'Tottenham', 'Tottenham', 'Tottenham']"
"I don't care about your account.That's why I contacted you every day, so it's going to go to the next day, so it's until the last month.So far, I'm going to use it? President Today's Corruption Contacts Send the Correlation Contact Knight Knight Kname.How much do you use it. How much you can be issued a new Young -young dormant account.You have to be a new issuer.How do you use the noodles so how much so, and how much you use it to say to the default 600 by normal use.It's coming out every day, even if you are a bad guy, even if you are not a bad person, you have to get the president's bank account these days.As you can see, the president of the president, the president of the president's agricultural cooperative post office.Mom 10 is reduced.If you have to recurring the card, if you are using the Nonghyup account automatically set up or come in, you can get out of the money. How do you proceed?I'm going to be a bank account today.No matter who goes out, it's the biggest credit card. I'm not going to work because I'm not going to work.We're going to take it first and it's like an issue of our foreign exchange bank.The amount to go out now, the amount is some amount 25 I am now 20, but I don't care about the Chuseok holiday.You're going to give you how to do it, so I'll visit you.So that's another post office, we'll have to proceed with the post office. The post office proceeds.It's inconvenient.If you are automatically installed in the part of the part of the part, we will not make a payment automatically.I need a post office account. I'm curious about the call.",1.0,"['dont', 'care', 'accountThats', 'contacted', 'every', 'day', 'going', 'go', 'next', 'day', 'last', 'monthSo', 'far', 'Im', 'going', 'use', 'President', 'Todays', 'Corruption', 'Contacts', 'Send', 'Correlation', 'Contact', 'Knight', 'Knight', 'KnameHow', 'much', 'use', 'much', 'issued', 'new', 'Young', 'young', 'dormant', 'accountYou', 'new', 'issuerHow', 'use', 'noodle', 'much', 'much', 'use', 'say', 'default', '600', 'normal', 'useIts', 'coming', 'every', 'day', 'even', 'bad', 'guy', 'even', 'bad', 'person', 'get', 'president', 'bank', 'account', 'daysAs', 'see', 'president', 'president', 'president', 'president', 'agricultural', 'cooperative', 'post', 'officeMom', '10', 'reducedIf', 'recurring', 'card', 'using', 'Nonghyup', 'account', 'automatically', 'set', 'come', 'get', 'money', 'proceedIm', 'going', 'bank', 'account', 'todayNo', 'matter', 'go', 'biggest', 'credit', 'card', 'Im', 'going', 'work', 'Im', 'going', 'workWere', 'going', 'take', 'first', 'like', 'issue', 'foreign', 'exchange', 'bankThe', 'amount', 'go', 'amount', 'amount', '25', '20', 'dont', 'care', 'Chuseok', 'holidayYoure', 'going', 'give', 'Ill', 'visit', 'youSo', 'thats', 'another', 'post', 'office', 'well', 'proceed', 'post', 'office', 'post', 'office', 'proceedsIts', 'inconvenientIf', 'automatically', 'installed', 'part', 'part', 'part', 'make', 'payment', 'automaticallyI', 'need', 'post', 'office', 'account', 'Im', 'curious', 'call']"
"In the case of Nagaya, it's a lot of a topic in the negotiations between the negotiations, but it's a lot of such a way, but it's easy to talk about the negotiations.",0.0,"['case', 'Nagaya', 'lot', 'topic', 'negotiation', 'negotiation', 'lot', 'way', 'easy', 'talk', 'negotiation']"
"No last time my grandmother's birthday so, so I was really ruined, so I lost a good idea to be good.",0.0,"['last', 'time', 'grandmother', 'birthday', 'really', 'ruined', 'lost', 'good', 'idea', 'good']"
It's an attendance.,0.0,['attendance']
"Please tell me the Seoul Central District Prosecutors' Office Goyo High School High School Investigation Minhyuk.I mentioned Illegal discovery, I will tell you that.I'm honest. I don't know. I don't know. I'll call you myself. I don't know about 1990 Kim Dong -il I don't know at all. I'll check the bank account payment date. I don't know. I don't know.I mentioned earlier I will explain what the word is discovered in the illegal site of the Nonghyup, I will explain what the word is.I will show you the page, but I have to have a lot of victims.I asked for our payment.The rest is the rest, then, how much calculated by the Nonghyup Bank Bank?",1.0,"['Please', 'tell', 'Seoul', 'Central', 'District', 'Prosecutors', 'Office', 'Goyo', 'High', 'School', 'High', 'School', 'Investigation', 'MinhyukI', 'mentioned', 'Illegal', 'discovery', 'tell', 'thatIm', 'honest', 'dont', 'know', 'dont', 'know', 'Ill', 'call', 'dont', 'know', '1990', 'Kim', 'Dong', 'il', 'dont', 'know', 'Ill', 'check', 'bank', 'account', 'payment', 'date', 'dont', 'know', 'dont', 'knowI', 'mentioned', 'earlier', 'explain', 'word', 'discovered', 'illegal', 'site', 'Nonghyup', 'explain', 'word', 'isI', 'show', 'page', 'lot', 'victimsI', 'asked', 'paymentThe', 'rest', 'rest', 'much', 'calculated', 'Nonghyup', 'Bank', 'Bank']"
"Last year, I got a convenience store at the end of the high school, but I was a new recruit, but I was really a lot of others and very active.",0.0,"['Last', 'year', 'got', 'convenience', 'store', 'end', 'high', 'school', 'new', 'recruit', 'really', 'lot', 'others', 'active']"
"But what kind of school is that school is the Dankook University Incheon University and Holiness Anyang, but here, Dankook or the Korea Aviation University.",0.0,"['kind', 'school', 'school', 'Dankook', 'University', 'Incheon', 'University', 'Holiness', 'Anyang', 'Dankook', 'Korea', 'Aviation', 'University']"
"No No, the case I confirmed the case. This is the case of the other person's name.",1.0,"['case', 'confirmed', 'case', 'case', 'person', 'name']"
"It's a little like a professor, but the professor's last semester, but that's a must, it's essential, but it's a must, but it's essential to apply for the course.",0.0,"['little', 'like', 'professor', 'professor', 'last', 'semester', 'thats', 'must', 'essential', 'must', 'essential', 'apply', 'course']"
"Nonghyup Hana Bank Here, I have a lot of visits to the account book.",1.0,"['Nonghyup', 'Hana', 'Bank', 'lot', 'visit', 'account', 'book']"
"It's the hardest Google map, Google Maps, the most difficult Google map.",0.0,"['hardest', 'Google', 'map', 'Google', 'Maps', 'difficult', 'Google', 'map']"
"I know about the person Jung Tae -joon. I'm born in Gwangju, Jeolla -do.Is it true that it is a bank account account.",1.0,"['know', 'person', 'Jung', 'Tae', 'joon', 'Im', 'born', 'Gwangju', 'Jeolla', 'doIs', 'true', 'bank', 'account', 'account']"
"We have a lot of contact with us and we have changed our situation because we just talk about 30 to time, but just talk about work, everything and time.",0.0,"['lot', 'contact', 'u', 'changed', 'situation', 'talk', '30', 'time', 'talk', 'work', 'everything', 'time']"
"It's not your own, so it's annoying, so it's a little drunk, and it's a little bit of a care teacher, and you have to say a little for a while.",0.0,"['annoying', 'little', 'drunk', 'little', 'bit', 'care', 'teacher', 'say', 'little']"
"Hello, let's call you from NH Consulting.I knew it was a part of the customer, I asked because of the random.",1.0,"['Hello', 'let', 'call', 'NH', 'ConsultingI', 'knew', 'part', 'customer', 'asked', 'random']"
"This is because there is a lot of time on time on time, but the ethical education is uploaded to the ethical education.",0.0,"['lot', 'time', 'time', 'time', 'ethical', 'education', 'uploaded', 'ethical', 'education']"
